vessel_id,vessel_type,capacity_tonnes,cargo_load_tonnes,engine_power_kw,speed_knots,distance_nm,wind_speed_knots,wave_height_m,current_speed_knots,weather_condition,fuel_type,fuel_price,fuel_consumed_litres,co2_emission_kg,travel_time_hours,route_id,origin_port,destination_port,deadline_hours
V-03,Bulk Carrier,75000.0,47893.8,12000.0,14.9,521.2,9.6,0.76,0.91,Calm,MGO,0.671,76181.4,210032.1,33.63,R-SUZ-PAN,SUZ,PAN,46.7
V-08,LNG Carrier,80000.0,51533.9,24000.0,18.5,317.1,8.9,1.14,0.05,Calm,LNG,0.288,146651.8,181554.9,17.1,R-PAN-LAX,PAN,LAX,22.6
V-01,Container,120000.0,80627.5,65000.0,19.0,3768.3,8.5,0.81,0.15,Calm,LNG,0.288,1476111.4,1827425.9,198.66,R-CMB-SUZ,CMB,SUZ,288.0
V-06,Oil Tanker,150000.0,108771.7,22000.0,16.3,578.4,16.9,1.47,0.22,Moderate,MGO,0.671,146484.1,403856.7,35.22,R-LAX-RTM,LAX,RTM,38.1
V-01,Container,120000.0,95557.1,65000.0,20.5,6958.2,9.6,0.61,0.12,Calm,LNG,0.288,3516750.5,4353737.1,341.32,R-SHA-SSZ,SHA,SSZ,379.0
V-02,Container,85000.0,75986.5,48000.0,17.8,4681.9,17.6,1.8,0.95,Moderate,MGO,0.671,1212624.3,3343205.2,275.81,R-SGP-DXB,SGP,DXB,346.6
V-02,Container,85000.0,72146.9,48000.0,19.3,3090.4,5.3,0.75,0.2,Calm,MGO,0.671,812040.8,2238796.5,159.64,R-SSZ-CMB,SSZ,CMB,196.4
V-05,Oil Tanker,110000.0,74129.9,16000.0,13.4,2970.8,13.1,1.24,0.64,Moderate,HFO,0.512,453410.0,1390608.5,211.66,R-SSZ-SHA,SSZ,SHA,257.1
V-07,LNG Carrier,95000.0,72149.3,28000.0,17.8,400.7,14.7,1.23,0.11,Moderate,MGO,0.671,110796.0,305464.6,22.38,R-ANR-SSZ,ANR,SSZ,26.9
V-04,Bulk Carrier,60000.0,53739.6,9800.0,14.8,935.3,6.4,0.78,0.6,Calm,MGO,0.671,139968.0,385891.8,65.79,R-DXB-SSZ,DXB,SSZ,79.4
V-06,Oil Tanker,150000.0,121844.7,22000.0,14.3,2267.3,22.6,4.19,0.8,Rough,MGO,0.671,636551.8,1754973.3,161.98,R-SHA-CMB,SHA,CMB,180.0
V-08,LNG Carrier,80000.0,49325.8,24000.0,16.2,9656.2,13.7,1.41,1.25,Moderate,Biofuel,0.836,1937189.3,1960435.6,604.81,R-SHA-BOM,SHA,BOM,668.5
V-05,Oil Tanker,110000.0,95026.8,16000.0,15.0,2410.2,7.1,0.8,0.53,Calm,LNG,0.288,864907.3,1070755.2,163.1,R-SGP-PAN,SGP,PAN,209.5
V-02,Container,85000.0,64420.9,48000.0,18.0,9676.6,16.6,2.16,0.89,Moderate,MGO,0.671,2429329.1,6697660.3,543.31,R-CMB-PUS,CMB,PUS,661.2
V-03,Bulk Carrier,75000.0,55240.3,12000.0,16.0,8707.2,18.6,4.26,0.02,Rough,HFO,0.512,1680751.9,5154866.1,544.84,R-CMB-SUZ,CMB,SUZ,723.9
V-10,Ro-Ro Ferry,22000.0,18009.3,21000.0,16.2,8902.1,11.9,2.28,0.32,Moderate,LNG,0.288,1418111.4,1755621.9,556.05,R-CMB-LAX,CMB,LAX,633.5
V-01,Container,120000.0,100879.0,65000.0,19.9,2220.9,6.4,0.89,0.07,Calm,HFO,0.512,600538.6,1841851.9,111.22,R-BOM-LAX,BOM,LAX,124.2
V-03,Bulk Carrier,75000.0,52474.7,12000.0,12.8,530.4,9.9,1.18,0.03,Calm,HFO,0.512,54741.3,167891.6,41.53,R-PUS-SGP,PUS,SGP,59.3
V-03,Bulk Carrier,75000.0,70307.7,12000.0,14.1,3708.2,17.3,1.35,0.05,Moderate,HFO,0.512,521046.4,1598049.3,263.87,R-SHA-BOM,SHA,BOM,345.8
V-05,Oil Tanker,110000.0,74753.1,16000.0,12.1,896.2,8.2,0.55,0.79,Calm,HFO,0.512,105740.1,324304.9,72.07,R-BOM-CMB,BOM,CMB,80.5
V-02,Container,85000.0,57618.2,48000.0,16.3,1973.7,6.2,1.14,1.57,Calm,LNG,0.288,608415.2,753218.0,117.94,R-RTM-SGP,RTM,SGP,150.6
V-09,Ro-Ro Ferry,18000.0,17047.4,19000.0,21.6,1627.0,10.1,1.83,0.55,Moderate,MGO,0.671,228276.9,629359.4,76.14,R-SSZ-CMB,SSZ,CMB,93.7
V-06,Oil Tanker,150000.0,135249.8,22000.0,11.3,1752.5,15.1,1.66,0.43,Moderate,HFO,0.512,209361.9,642112.9,151.92,R-DXB-ANR,DXB,ANR,176.0
V-10,Ro-Ro Ferry,22000.0,18609.5,21000.0,17.1,8118.1,16.2,2.45,0.56,Moderate,Biofuel,0.836,841221.6,851316.3,478.27,R-BOM-SHA,BOM,SHA,565.9
V-05,Oil Tanker,110000.0,94950.5,16000.0,12.1,747.0,11.2,2.49,0.11,Moderate,HFO,0.512,104201.6,319586.3,61.52,R-LAX-RTM,LAX,RTM,86.5
V-01,Container,120000.0,91835.2,65000.0,18.5,9761.5,24.4,3.75,0.22,Rough,HFO,0.512,2939675.7,9015985.4,530.39,R-SUZ-ANR,SUZ,ANR,757.1
V-06,Oil Tanker,150000.0,96374.5,22000.0,13.9,1636.6,14.4,1.32,1.44,Moderate,HFO,0.512,303741.2,931574.3,130.25,R-BOM-SUZ,BOM,SUZ,163.3
V-09,Ro-Ro Ferry,18000.0,14449.1,19000.0,17.4,3257.3,10.7,2.42,1.04,Moderate,Electric,0.42,94416.8,33045.9,177.05,R-SSZ-LAX,SSZ,LAX,192.0
V-07,LNG Carrier,95000.0,78472.1,28000.0,18.2,4101.0,17.2,1.23,0.45,Moderate,MGO,0.671,1151294.3,3174118.4,222.53,R-LAX-PAN,LAX,PAN,258.5
V-01,Container,120000.0,109403.7,65000.0,15.1,6321.3,12.4,1.46,0.08,Moderate,LNG,0.288,2029619.6,2512669.1,416.77,R-DXB-SSZ,DXB,SSZ,540.3
V-08,LNG Carrier,80000.0,71464.2,24000.0,17.5,2981.7,8.8,0.75,0.43,Calm,LNG,0.288,1202178.8,1488297.4,172.55,R-DXB-RTM,DXB,RTM,222.9
V-08,LNG Carrier,80000.0,72986.8,24000.0,19.1,1455.4,13.9,1.49,1.17,Moderate,Biofuel,0.836,517217.4,523424.0,72.25,R-CMB-RTM,CMB,RTM,88.0
V-03,Bulk Carrier,75000.0,65835.3,12000.0,11.5,2133.8,17.2,2.08,0.18,Moderate,MGO,0.671,224423.2,618734.8,187.64,R-SSZ-DXB,SSZ,DXB,249.0
V-02,Container,85000.0,62901.3,48000.0,18.0,3746.8,14.5,2.29,0.61,Moderate,LNG,0.288,1463836.9,1812230.1,210.63,R-ANR-PAN,ANR,PAN,296.7
V-03,Bulk Carrier,75000.0,59731.6,12000.0,13.0,1265.7,8.7,0.8,0.6,Calm,HFO,0.512,143534.7,440220.9,101.0,R-SUZ-PAN,SUZ,PAN,120.3
V-02,Container,85000.0,74253.6,48000.0,19.3,853.2,17.9,2.28,0.12,Moderate,LNG,0.288,359136.5,444611.0,44.39,R-SSZ-ANR,SSZ,ANR,57.1
V-05,Oil Tanker,110000.0,83138.2,16000.0,14.2,10103.0,6.4,1.12,0.25,Calm,HFO,0.512,1585576.9,4862964.4,702.11,R-SGP-SUZ,SGP,SUZ,983.5
V-02,Container,85000.0,77421.7,48000.0,20.6,2421.1,38.9,6.64,0.04,Stormy,HFO,0.512,1097998.5,3367561.4,117.3,R-SUZ-DXB,SUZ,DXB,147.0
V-06,Oil Tanker,150000.0,144584.5,22000.0,16.3,753.2,12.4,2.47,0.19,Moderate,MGO,0.671,210643.7,580744.7,46.52,R-PAN-RTM,PAN,RTM,59.8
V-05,Oil Tanker,110000.0,68607.6,16000.0,11.5,537.9,7.2,1.15,1.15,Calm,HFO,0.512,61337.9,188123.3,43.97,R-RTM-SGP,RTM,SGP,58.5
V-02,Container,85000.0,78641.4,48000.0,21.6,2446.7,5.9,1.03,0.6,Calm,MGO,0.671,798492.3,2201443.3,116.36,R-SHA-RTM,SHA,RTM,167.3
V-07,LNG Carrier,95000.0,80790.5,28000.0,15.0,6341.5,8.9,0.98,0.87,Calm,LNG,0.288,1999351.9,2475197.7,436.06,R-LAX-RTM,LAX,RTM,565.5
V-05,Oil Tanker,110000.0,76329.9,16000.0,10.4,457.4,6.0,1.0,0.01,Calm,HFO,0.512,44559.9,136665.2,43.96,R-DXB-SHA,DXB,SHA,57.8
V-09,Ro-Ro Ferry,18000.0,15194.5,19000.0,22.2,8414.4,8.4,0.51,0.8,Calm,Electric,0.42,380194.4,133068.0,385.9,R-SGP-RTM,SGP,RTM,501.2
V-03,Bulk Carrier,75000.0,66531.4,12000.0,13.1,899.3,12.5,2.15,0.63,Moderate,HFO,0.512,109233.1,335017.9,71.14,R-RTM-LAX,RTM,LAX,99.6
V-08,LNG Carrier,80000.0,69172.9,24000.0,18.7,6482.8,7.0,0.95,2.06,Calm,LNG,0.288,2586079.0,3201565.8,312.58,R-PUS-SGP,PUS,SGP,450.8
V-06,Oil Tanker,150000.0,141885.8,22000.0,14.9,3231.4,27.2,3.48,1.33,Rough,HFO,0.512,732128.8,2245439.0,202.46,R-RTM-SHA,RTM,SHA,234.4
V-08,LNG Carrier,80000.0,73914.1,24000.0,13.1,10448.4,28.1,6.23,0.22,Stormy,Biofuel,0.836,2879180.7,2913730.9,789.0,R-SHA-SSZ,SHA,SSZ,894.0
V-04,Bulk Carrier,60000.0,47604.4,9800.0,16.1,365.6,29.6,6.57,0.16,Stormy,MGO,0.671,106886.2,294685.3,22.57,R-SHA-ANR,SHA,ANR,28.3
V-06,Oil Tanker,150000.0,108705.6,22000.0,11.4,2379.4,10.9,1.87,0.64,Moderate,HFO,0.512,258646.3,793268.2,201.26,R-LAX-DXB,LAX,DXB,253.3
V-09,Ro-Ro Ferry,18000.0,14499.2,19000.0,18.9,10127.9,17.9,1.52,1.57,Moderate,Electric,0.42,366274.9,128196.2,544.81,R-SGP-BOM,SGP,BOM,686.9
V-08,LNG Carrier,80000.0,75323.1,24000.0,17.8,10234.5,13.8,2.02,1.46,Moderate,Biofuel,0.836,3188544.5,3226807.0,594.82,R-DXB-CMB,DXB,CMB,816.9
V-07,LNG Carrier,95000.0,82380.0,28000.0,14.0,6263.3,22.1,2.89,3.0,Rough,Biofuel,0.836,1567454.7,1586264.2,510.07,R-PUS-BOM,PUS,BOM,572.9
V-07,LNG Carrier,95000.0,79577.2,28000.0,15.7,4339.7,11.9,1.71,0.15,Moderate,LNG,0.288,1614231.0,1998418.0,276.52,R-CMB-PUS,CMB,PUS,325.5
V-08,LNG Carrier,80000.0,75343.7,24000.0,16.0,1732.8,24.7,3.59,0.42,Rough,Biofuel,0.836,522793.1,529066.6,105.77,R-PUS-SSZ,PUS,SSZ,116.3
V-08,LNG Carrier,80000.0,58038.0,24000.0,15.0,1314.5,12.7,2.31,0.22,Moderate,LNG,0.288,399015.2,493980.8,86.66,R-SHA-SGP,SHA,SGP,98.9
V-10,Ro-Ro Ferry,22000.0,17310.8,21000.0,18.6,4523.5,27.2,4.46,0.03,Rough,MGO,0.671,666210.1,1836741.2,243.57,R-DXB-RTM,DXB,RTM,324.6
V-01,Container,120000.0,77099.7,65000.0,17.0,1945.7,17.8,1.62,1.45,Moderate,LNG,0.288,648429.1,802755.2,108.66,R-SUZ-CMB,SUZ,CMB,144.3
V-05,Oil Tanker,110000.0,87084.6,16000.0,10.0,3507.8,11.8,2.23,0.91,Moderate,LNG,0.288,618881.7,766175.5,324.58,R-PUS-PAN,PUS,PAN,395.3
V-03,Bulk Carrier,75000.0,70716.3,12000.0,11.0,2265.7,17.2,2.13,0.43,Moderate,MGO,0.671,200565.6,552959.4,204.83,R-SGP-LAX,SGP,LAX,276.8
V-04,Bulk Carrier,60000.0,45488.5,9800.0,16.5,4055.4,8.3,0.97,0.18,Calm,MGO,0.671,777031.6,2142276.1,247.75,R-SSZ-CMB,SSZ,CMB,318.8
V-02,Container,85000.0,60725.1,48000.0,19.9,968.5,7.7,1.11,0.23,Calm,LNG,0.288,427997.1,529860.4,49.09,R-SGP-SSZ,SGP,SSZ,61.3
V-07,LNG Carrier,95000.0,89375.4,28000.0,17.9,9046.9,7.3,0.74,0.8,Calm,LNG,0.288,3461346.4,4285146.8,483.81,R-CMB-SSZ,CMB,SSZ,699.8
V-07,LNG Carrier,95000.0,84510.1,28000.0,15.1,1883.0,14.2,2.3,2.06,Moderate,MGO,0.671,351747.5,969767.9,118.02,R-DXB-SSZ,DXB,SSZ,129.2
V-08,LNG Carrier,80000.0,64990.0,24000.0,19.0,1032.8,9.8,0.77,0.27,Calm,LNG,0.288,485789.5,601407.4,55.01,R-SGP-PAN,SGP,PAN,66.4
V-10,Ro-Ro Ferry,22000.0,16317.6,21000.0,18.0,967.8,5.3,1.19,0.26,Calm,MGO,0.671,94033.4,259250.1,54.43,R-SGP-SHA,SGP,SHA,73.4
V-03,Bulk Carrier,75000.0,57719.7,12000.0,10.5,513.2,16.4,1.43,0.05,Moderate,MGO,0.671,44748.8,123372.4,49.1,R-ANR-LAX,ANR,LAX,62.5
V-06,Oil Tanker,150000.0,141494.9,22000.0,11.6,1004.8,7.7,1.11,1.08,Calm,MGO,0.671,156785.2,432256.8,95.06,R-LAX-BOM,LAX,BOM,103.6
V-01,Container,120000.0,112548.3,65000.0,16.4,5331.4,19.0,2.78,0.88,Rough,HFO,0.512,1159558.1,3556364.7,311.26,R-SUZ-DXB,SUZ,DXB,434.4
V-02,Container,85000.0,69039.1,48000.0,21.4,3257.1,17.2,1.78,0.8,Moderate,MGO,0.671,1023395.6,2821501.7,147.47,R-SGP-SSZ,SGP,SSZ,187.1
V-07,LNG Carrier,95000.0,67833.3,28000.0,17.0,540.7,9.0,0.62,0.03,Calm,MGO,0.671,121603.8,335261.7,31.76,R-SGP-DXB,SGP,DXB,43.6
V-07,LNG Carrier,95000.0,64198.5,28000.0,14.6,1385.8,16.1,1.73,0.45,Moderate,LNG,0.288,383352.7,474590.6,94.29,R-SGP-SSZ,SGP,SSZ,108.6
V-06,Oil Tanker,150000.0,123655.3,22000.0,10.9,9114.9,26.9,3.34,0.19,Rough,MGO,0.671,1382623.7,3811893.5,848.86,R-SGP-SUZ,SGP,SUZ,1221.9
V-05,Oil Tanker,110000.0,94201.7,16000.0,14.3,4885.3,19.3,2.78,0.03,Rough,HFO,0.512,1104094.5,3386257.8,340.94,R-SUZ-ANR,SUZ,ANR,400.1
V-05,Oil Tanker,110000.0,85335.3,16000.0,13.1,1030.3,20.3,2.79,0.33,Rough,HFO,0.512,178946.4,548828.6,79.35,R-SUZ-BOM,SUZ,BOM,101.0
V-02,Container,85000.0,52546.3,48000.0,16.3,1181.9,5.7,1.04,0.01,Calm,LNG,0.288,404624.6,500925.3,72.54,R-DXB-RTM,DXB,RTM,86.7
V-04,Bulk Carrier,60000.0,46631.0,9800.0,13.9,779.1,6.5,0.95,0.47,Calm,Biofuel,0.836,118947.9,120375.3,57.91,R-SHA-PAN,SHA,PAN,77.5
V-08,LNG Carrier,80000.0,55666.4,24000.0,17.4,10444.2,26.5,2.63,0.07,Rough,Biofuel,0.836,3668635.1,3712658.7,598.11,R-BOM-SHA,BOM,SHA,721.2
V-02,Container,85000.0,61738.2,48000.0,15.5,1918.6,12.3,1.44,0.07,Moderate,LNG,0.288,612080.3,757755.4,123.22,R-DXB-PAN,DXB,PAN,160.0
V-02,Container,85000.0,75242.6,48000.0,16.7,3454.7,18.1,3.67,0.48,Rough,MGO,0.671,876219.9,2415738.3,210.02,R-DXB-BOM,DXB,BOM,288.5
V-10,Ro-Ro Ferry,22000.0,19736.8,21000.0,19.8,961.2,13.8,1.75,0.09,Moderate,MGO,0.671,124407.8,342992.3,48.62,R-PUS-PAN,PUS,PAN,65.7
V-08,LNG Carrier,80000.0,69064.0,24000.0,16.2,594.4,41.1,5.23,0.24,Stormy,LNG,0.288,315783.4,390939.8,36.16,R-SGP-ANR,SGP,ANR,43.3
V-04,Bulk Carrier,60000.0,43742.9,9800.0,13.6,2733.2,15.7,2.19,0.82,Moderate,MGO,0.671,328115.2,904613.6,189.66,R-BOM-CMB,BOM,CMB,208.1
V-05,Oil Tanker,110000.0,89500.5,16000.0,11.6,2399.9,6.2,0.97,0.58,Calm,HFO,0.512,285053.6,874259.4,200.68,R-SUZ-ANR,SUZ,ANR,220.0
V-09,Ro-Ro Ferry,18000.0,16327.5,19000.0,17.2,8135.2,15.4,1.78,0.9,Moderate,Electric,0.42,298454.0,104458.9,497.48,R-SGP-LAX,SGP,LAX,633.0
V-02,Container,85000.0,61253.6,48000.0,21.0,5201.3,16.1,1.55,0.76,Moderate,MGO,0.671,1698122.0,4681722.4,256.32,R-SHA-SUZ,SHA,SUZ,365.2
V-05,Oil Tanker,110000.0,68078.9,16000.0,16.5,1168.7,23.3,3.97,0.33,Rough,LNG,0.288,528398.8,654157.7,70.22,R-CMB-SSZ,CMB,SSZ,90.7
V-04,Bulk Carrier,60000.0,52967.4,9800.0,13.1,7945.0,29.3,6.05,0.07,Stormy,Biofuel,0.836,1764181.1,1785351.3,609.63,R-SSZ-ANR,SSZ,ANR,780.4
V-04,Bulk Carrier,60000.0,53054.5,9800.0,12.7,1976.8,10.4,2.22,0.13,Moderate,Biofuel,0.836,242370.2,245278.6,154.52,R-SUZ-BOM,SUZ,BOM,210.4
V-10,Ro-Ro Ferry,22000.0,18146.2,21000.0,18.5,377.1,20.3,3.15,0.14,Rough,Biofuel,0.836,56730.2,57411.0,20.31,R-LAX-DXB,LAX,DXB,27.0
V-03,Bulk Carrier,75000.0,66669.9,12000.0,12.2,499.5,9.6,0.97,0.48,Calm,MGO,0.671,53930.6,148686.7,40.35,R-PUS-BOM,PUS,BOM,44.0
V-03,Bulk Carrier,75000.0,55558.7,12000.0,14.2,3645.3,17.6,2.42,0.93,Moderate,HFO,0.512,510571.1,1565921.6,274.66,R-SGP-SSZ,SGP,SSZ,329.4
V-05,Oil Tanker,110000.0,89967.8,16000.0,13.1,884.5,5.1,0.58,0.64,Calm,HFO,0.512,131418.2,403059.6,67.97,R-SGP-SHA,SGP,SHA,74.5
V-02,Container,85000.0,74194.2,48000.0,18.7,928.3,10.4,2.34,0.15,Moderate,LNG,0.288,377833.2,467757.5,49.39,R-BOM-SGP,BOM,SGP,57.9
V-08,LNG Carrier,80000.0,70891.0,24000.0,16.0,1706.2,16.0,1.4,0.21,Moderate,Biofuel,0.836,413323.6,418283.5,108.01,R-LAX-SGP,LAX,SGP,133.0
V-01,Container,120000.0,90047.9,65000.0,18.4,986.8,16.4,1.69,0.05,Moderate,LNG,0.288,429982.6,532318.5,53.77,R-SHA-SGP,SHA,SGP,68.8
V-03,Bulk Carrier,75000.0,59125.4,12000.0,10.7,605.5,12.9,1.85,0.19,Moderate,HFO,0.512,51795.6,158857.1,57.54,R-SSZ-DXB,SSZ,DXB,63.0
V-04,Bulk Carrier,60000.0,45680.3,9800.0,12.7,2039.1,10.2,2.0,0.66,Moderate,Biofuel,0.836,243594.3,246517.4,152.64,R-SSZ-PUS,SSZ,PUS,207.3
V-10,Ro-Ro Ferry,22000.0,15869.9,21000.0,22.5,2782.3,23.6,2.95,2.36,Rough,MGO,0.671,497889.7,1372681.9,130.41,R-SGP-LAX,SGP,LAX,178.9
V-03,Bulk Carrier,75000.0,43165.7,12000.0,14.7,572.8,10.3,2.19,0.0,Moderate,MGO,0.671,83850.7,231176.4,38.97,R-SGP-ANR,SGP,ANR,43.2
V-05,Oil Tanker,110000.0,99154.0,16000.0,12.4,10208.8,13.0,1.55,0.66,Moderate,LNG,0.288,2795649.3,3461013.8,865.3,R-SHA-SGP,SHA,SGP,1133.5
V-10,Ro-Ro Ferry,22000.0,15451.9,21000.0,21.7,1444.1,6.3,0.56,0.23,Calm,LNG,0.288,310756.4,384716.4,66.9,R-SHA-BOM,SHA,BOM,88.3
V-01,Container,120000.0,100900.4,65000.0,15.2,391.8,20.3,2.81,0.26,Rough,HFO,0.512,81889.2,251154.2,25.61,R-RTM-PAN,RTM,PAN,28.9
V-05,Oil Tanker,110000.0,105581.6,16000.0,14.2,500.9,19.7,3.15,1.43,Rough,HFO,0.512,110154.3,337843.2,34.67,R-DXB-BOM,DXB,BOM,43.2
V-06,Oil Tanker,150000.0,121750.5,22000.0,11.4,1402.8,15.1,2.01,0.13,Moderate,HFO,0.512,186202.2,571082.1,121.67,R-ANR-PAN,ANR,PAN,133.3
V-03,Bulk Carrier,75000.0,43575.9,12000.0,14.5,2828.9,7.8,0.59,0.98,Calm,HFO,0.512,364785.5,1118797.1,199.62,R-SGP-SHA,SGP,SHA,275.2
V-07,LNG Carrier,95000.0,74160.2,28000.0,16.2,425.7,25.4,3.39,0.04,Rough,MGO,0.671,113371.2,312564.4,26.3,R-RTM-SHA,RTM,SHA,34.6
V-09,Ro-Ro Ferry,18000.0,16191.8,19000.0,17.2,3605.1,14.4,2.28,0.38,Moderate,Electric,0.42,110423.4,38648.2,210.32,R-SSZ-DXB,SSZ,DXB,287.8
V-08,LNG Carrier,80000.0,48956.5,24000.0,15.0,10197.0,15.1,2.45,1.25,Moderate,Biofuel,0.836,2096686.9,2121847.1,635.44,R-CMB-SUZ,CMB,SUZ,898.1
V-05,Oil Tanker,110000.0,106776.5,16000.0,15.0,3558.8,8.7,1.17,0.3,Calm,LNG,0.288,1282029.7,1587152.8,240.97,R-RTM-LAX,RTM,LAX,335.0
V-07,LNG Carrier,95000.0,67435.6,28000.0,15.9,513.0,11.0,1.68,0.33,Moderate,LNG,0.288,180297.2,223207.9,32.76,R-CMB-DXB,CMB,DXB,44.8
V-09,Ro-Ro Ferry,18000.0,15473.2,19000.0,19.2,8000.8,12.8,2.19,0.48,Moderate,MGO,0.671,928297.5,2559316.2,407.84,R-RTM-LAX,RTM,LAX,521.8
V-04,Bulk Carrier,60000.0,48367.6,9800.0,12.8,1324.7,15.3,1.82,0.2,Moderate,Biofuel,0.836,161551.4,163490.0,104.86,R-BOM-PAN,BOM,PAN,131.5
V-10,Ro-Ro Ferry,22000.0,19201.5,21000.0,23.8,546.8,16.5,2.36,0.29,Moderate,Biofuel,0.836,99198.0,100388.4,23.25,R-PAN-CMB,PAN,CMB,32.9
V-05,Oil Tanker,110000.0,97136.8,16000.0,14.1,4128.8,13.8,1.68,0.08,Moderate,HFO,0.512,761501.4,2335524.8,293.79,R-CMB-DXB,CMB,DXB,398.5
V-03,Bulk Carrier,75000.0,66860.4,12000.0,14.1,9240.2,34.2,6.86,0.61,Stormy,HFO,0.512,2042795.5,6265253.8,664.21,R-ANR-RTM,ANR,RTM,934.6
V-06,Oil Tanker,150000.0,123837.2,22000.0,12.5,1203.7,6.0,1.06,0.71,Calm,HFO,0.512,152947.7,469090.6,91.14,R-SHA-SSZ,SHA,SSZ,124.5
V-09,Ro-Ro Ferry,18000.0,15718.3,19000.0,16.2,9547.5,7.1,1.01,1.03,Calm,Electric,0.42,242642.3,84924.8,558.42,R-BOM-PUS,BOM,PUS,663.3
V-03,Bulk Carrier,75000.0,64702.5,12000.0,14.2,589.4,8.2,0.84,0.86,Calm,MGO,0.671,82389.3,227147.3,42.16,R-RTM-SSZ,RTM,SSZ,51.4
V-04,Bulk Carrier,60000.0,55402.7,9800.0,14.7,373.3,18.4,3.38,2.92,Rough,MGO,0.671,80318.2,221437.3,27.46,R-SSZ-PAN,SSZ,PAN,30.5
V-01,Container,120000.0,98608.6,65000.0,17.5,7426.6,16.0,2.31,0.35,Moderate,LNG,0.288,3059543.7,3787715.1,418.57,R-DXB-PAN,DXB,PAN,461.8
V-05,Oil Tanker,110000.0,91674.1,16000.0,11.9,5910.6,23.2,4.31,0.48,Rough,LNG,0.288,1880534.6,2328101.8,498.02,R-SGP-SHA,SGP,SHA,630.7
V-09,Ro-Ro Ferry,18000.0,14739.9,19000.0,20.9,6803.8,7.0,0.72,0.65,Calm,Electric,0.42,243134.3,85097.0,316.96,R-RTM-LAX,RTM,LAX,359.5
V-04,Bulk Carrier,60000.0,47748.3,9800.0,14.4,3675.8,43.3,4.87,0.28,Stormy,Biofuel,0.836,901875.8,912698.3,250.64,R-BOM-SGP,BOM,SGP,312.0
V-06,Oil Tanker,150000.0,136990.5,22000.0,13.4,9327.7,14.6,1.71,1.84,Moderate,MGO,0.671,1580278.0,4356826.4,621.92,R-CMB-BOM,CMB,BOM,881.3
V-07,LNG Carrier,95000.0,58711.3,28000.0,21.0,797.1,9.4,0.86,0.2,Calm,Biofuel,0.836,290619.4,294106.8,37.7,R-SHA-ANR,SHA,ANR,41.0
V-09,Ro-Ro Ferry,18000.0,13628.6,19000.0,17.4,1348.6,9.9,0.79,0.14,Calm,MGO,0.671,135867.0,374585.3,77.9,R-PUS-SSZ,PUS,SSZ,93.2
V-05,Oil Tanker,110000.0,78327.7,16000.0,11.5,10075.2,14.0,2.41,0.77,Moderate,HFO,0.512,1104618.4,3387864.6,821.15,R-SHA-PUS,SHA,PUS,964.5
V-04,Bulk Carrier,60000.0,40720.5,9800.0,13.7,2293.2,24.7,2.98,0.14,Rough,MGO,0.671,357273.3,985002.5,166.22,R-SGP-SHA,SGP,SHA,225.8
V-03,Bulk Carrier,75000.0,52320.5,12000.0,13.1,6333.3,9.2,0.85,0.3,Calm,MGO,0.671,791780.6,2182939.1,488.43,R-SSZ-SGP,SSZ,SGP,574.2
V-04,Bulk Carrier,60000.0,38397.0,9800.0,13.1,2131.3,6.3,1.07,0.21,Calm,MGO,0.671,251812.5,694247.1,165.33,R-DXB-LAX,DXB,LAX,185.1
V-01,Container,120000.0,96200.4,65000.0,17.3,901.9,13.7,1.92,1.31,Moderate,HFO,0.512,207506.1,636421.2,55.55,R-PAN-PUS,PAN,PUS,68.7
V-09,Ro-Ro Ferry,18000.0,16919.3,19000.0,15.5,1678.0,15.4,1.68,2.77,Moderate,MGO,0.671,171113.4,471759.6,130.98,R-LAX-PAN,LAX,PAN,159.6
V-06,Oil Tanker,150000.0,142104.0,22000.0,10.8,1394.2,15.7,1.54,0.52,Moderate,HFO,0.512,151530.8,464745.0,124.56,R-SHA-CMB,SHA,CMB,145.1
V-05,Oil Tanker,110000.0,86016.0,16000.0,12.9,2479.8,26.3,4.44,0.12,Rough,LNG,0.288,815888.4,1010069.8,191.51,R-SHA-ANR,SHA,ANR,239.5
V-05,Oil Tanker,110000.0,89189.5,16000.0,14.6,1490.7,12.4,2.44,1.42,Moderate,LNG,0.288,550680.6,681742.6,109.7,R-CMB-DXB,CMB,DXB,140.5
V-01,Container,120000.0,96018.9,65000.0,18.0,1614.4,11.0,2.13,0.08,Moderate,HFO,0.512,348842.0,1069898.4,89.53,R-CMB-ANR,CMB,ANR,99.9
V-03,Bulk Carrier,75000.0,48270.6,12000.0,10.4,4296.3,7.0,1.0,0.63,Calm,MGO,0.671,334004.3,920849.9,428.62,R-LAX-PAN,LAX,PAN,618.8
V-01,Container,120000.0,102401.9,65000.0,16.9,1330.7,19.8,2.68,0.43,Rough,LNG,0.288,574213.6,710876.4,78.29,R-SHA-PAN,SHA,PAN,106.6
V-04,Bulk Carrier,60000.0,57533.2,9800.0,13.7,2773.1,9.9,0.56,0.61,Calm,Biofuel,0.836,419959.5,424999.0,195.95,R-ANR-LAX,ANR,LAX,243.6
V-06,Oil Tanker,150000.0,105999.5,22000.0,13.1,3048.7,5.3,0.53,1.93,Calm,MGO,0.671,492960.9,1359093.2,222.54,R-ANR-SHA,ANR,SHA,297.3
